,BEARING,mean_iwp,std_iwp,freq_iwp,mean_ted,std_ted,freq_ted,mean_species,std_species,freq_species,in_out,island,species,population_status,hum_pop,distant_hum_pop,group
3027,20,42416.13413,16935.39088,201295,0.794777558,0.805730353,29612,7.320005688,7.666358513,844929,0,TIN,CCA,1,3136,173919,7
3028,30,51901.44834,15027.96167,147948,0.717684357,0.760323348,32047,5.644191656,6.527426304,604980,0,TIN,CCA,1,3136,173919,7
3029,40,61036.24968,11782.32265,115445,0.554893363,0.610586297,36839,5.002836294,5.797868643,462798,0,TIN,CCA,1,3136,173919,7
3030,50,68811.36265,8588.172639,95632,0.380577577,0.48760903,44077,5.167680097,5.535987112,373095,0,TIN,CCA,1,3136,173919,7
3031,60,74872.88761,6374.872978,83197,0.245341758,0.361502404,51067,5.318315638,5.297501937,319266,0,TIN,CCA,1,3136,173919,7
3032,70,79427.59561,6785.433757,77094,0.240160092,0.325606081,57550,5.299771958,4.979847117,280071,0,TIN,CCA,1,3136,173919,7
3033,80,82296.08789,7947.82752,78897,0.167345247,0.264087493,64753,5.221778172,4.66167542,266580,0,TIN,CCA,1,3136,173919,7
3034,90,84547.06548,8669.579302,84639,0.151022668,0.233492367,69337,5.147986708,4.431409927,266364,0,TIN,CCA,1,3136,173919,7
3035,100,86788.67104,9268.833574,94625,0.130778614,0.201609815,73230,5.851598236,5.035802209,276111,0,TIN,CCA,1,3136,173919,7
3036,110,88206.32567,10105.84757,111899,0.124120424,0.197306378,76209,6.602410038,5.220901442,297504,0,TIN,CCA,1,3136,173919,7
3037,120,88433.21863,14482.18205,140753,0.13291548,0.223739843,73685,7.541960481,6.553687312,318150,0,TIN,CCA,1,3136,173919,7
3038,130,82810.64223,24413.78344,191122,0.148925679,0.260283558,66653,8.896049865,7.634723637,420687,0,TIN,CCA,1,3136,173919,7
3039,140,85215.79545,27041.34251,259767,0.170026081,0.2838257,57224,9.224366658,8.043462327,517446,1,TIN,CCA,1,3136,173919,7
3040,150,83245.3968,31471.66588,368416,0.238242275,0.374184553,45213,9.401858331,8.330466256,688680,1,TIN,CCA,1,3136,173919,7
3041,160,74080.07134,37692.42774,471615,0.424736368,0.592883474,35589,9.200256017,8.370888518,963900,1,TIN,CCA,1,3136,173919,7
3042,170,64124.4556,41323.37386,437249,0.567297789,0.67063803,31386,8.784965402,8.044436717,1018170,0,TIN,CCA,1,3136,173919,7
3043,180,43021.34372,37103.35384,281503,0.656036169,0.684252282,37677,8.086774911,7.686562102,927468,0,TIN,CCA,1,3136,173919,7
3044,190,29069.8626,22191.1419,194332,0.665337713,0.637090027,44186,7.617941394,7.484784075,691551,0,TIN,CCA,1,3136,173919,7
3045,200,13347.51148,9011.563225,136639,0.618365004,0.674971131,45303,7.7028235,7.831773578,599481,0,TIN,CCA,1,3136,173919,7
3046,210,9587.962973,2175.495526,111182,0.491133616,0.640758099,47488,6.96338408,7.486103088,542484,0,TIN,CCA,1,3136,173919,7
3047,220,9506.869065,1194.477592,99857,0.40435311,0.593751265,54782,6.542038615,7.219301364,476577,0,TIN,CCA,1,3136,173919,7
3048,230,9986.686397,1454.345779,95449,0.33041974,0.541543586,66083,6.375660481,6.978918404,412830,0,TIN,CCA,1,3136,173919,7
3049,240,10365.53494,1484.424008,87925,0.263806477,0.502246826,75593,6.534215781,6.821253492,357849,0,TIN,CCA,1,3136,173919,7
3050,250,10693.70189,1374.246175,82993,0.206550413,0.463629114,83942,6.586582717,6.490955566,341793,0,TIN,CCA,1,3136,173919,7
3051,260,11048.91694,1375.975938,80102,0.171072294,0.431052747,90081,6.497549129,5.427776504,328779,0,TIN,CCA,1,3136,173919,7
3052,270,11249.27492,1474.00823,79173,0.157105951,0.427198747,92313,6.81973747,5.308932249,332496,0,TIN,CCA,1,3136,173919,7
3053,280,11702.93673,1513.737918,81131,0.15540902,0.428727481,92363,7.246609635,6.090364836,339543,0,TIN,CCA,1,3136,173919,7
3054,290,11697.29885,2033.205126,90584,0.16565763,0.425326912,86332,7.55830463,6.781127611,387981,0,TIN,CCA,1,3136,173919,7
3055,300,12159.96322,2460.539907,103618,0.179504706,0.41244727,76653,7.643987943,7.037554242,438030,0,TIN,CCA,1,3136,173919,7
3056,310,13001.07658,2622.969985,115748,0.195499112,0.43614193,72048,7.89904988,7.183651063,415242,0,TIN,CCA,1,3136,173919,7
3057,320,13895.26811,3232.073797,127489,0.188318535,0.417121508,79352,8.938061997,7.629186321,407025,0,TIN,CCA,1,3136,173919,7
3058,330,15634.9353,6408.495136,167705,0.212514541,0.463286163,85003,10.2797377,8.10896383,519381,1,TIN,CCA,1,3136,173919,7
3059,340,17680.40937,9399.466164,202774,0.280883938,0.529253499,66836,11.89981537,8.801600017,610137,1,TIN,CCA,1,3136,173919,7
3060,350,21875.49977,14723.24875,267737,0.491129196,0.71787261,41262,10.90886873,8.959853384,1001547,1,TIN,CCA,1,3136,173919,7
3061,0,26287.91734,16630.2332,311112,0.713737074,0.869242143,32266,9.230277139,9.733980805,1289349,0,TIN,CORAL,1,3136,173919,7
3062,10,32698.73306,18122.70791,255023,0.766756883,0.873251413,30485,8.138045663,9.156879591,1074402,0,TIN,CORAL,1,3136,173919,7
3063,20,42416.13413,16935.39088,201295,0.794777558,0.805730353,29612,6.877330318,7.793178591,844929,0,TIN,CORAL,1,3136,173919,7
3064,30,51901.44834,15027.96167,147948,0.717684357,0.760323348,32047,5.733818605,6.604467454,604980,0,TIN,CORAL,1,3136,173919,7
3065,40,61036.24968,11782.32265,115445,0.554893363,0.610586297,36839,5.740419715,5.948382345,462798,0,TIN,CORAL,1,3136,173919,7
3066,50,68811.36265,8588.172639,95632,0.380577577,0.48760903,44077,6.676391697,5.906382139,373095,0,TIN,CORAL,1,3136,173919,7
3067,60,74872.88761,6374.872978,83197,0.245341758,0.361502404,51067,7.057056749,5.651550084,319266,0,TIN,CORAL,1,3136,173919,7
3068,70,79427.59561,6785.433757,77094,0.240160092,0.325606081,57550,7.425060868,5.464723172,280071,0,TIN,CORAL,1,3136,173919,7
3069,80,82296.08789,7947.82752,78897,0.167345247,0.264087493,64753,7.045464007,4.844914163,266580,0,TIN,CORAL,1,3136,173919,7
3070,90,84547.06548,8669.579302,84639,0.151022668,0.233492367,69337,6.637066637,4.405485138,266364,0,TIN,CORAL,1,3136,173919,7
3071,100,86788.67104,9268.833574,94625,0.130778614,0.201609815,73230,6.552212196,4.784519887,276111,0,TIN,CORAL,1,3136,173919,7
3072,110,88206.32567,10105.84757,111899,0.124120424,0.197306378,76209,6.073122747,4.674293935,297504,0,TIN,CORAL,1,3136,173919,7
3073,120,88433.21863,14482.18205,140753,0.13291548,0.223739843,73685,6.618489263,5.733522247,318150,0,TIN,CORAL,1,3136,173919,7
3074,130,82810.64223,24413.78344,191122,0.148925679,0.260283558,66653,9.111330998,7.755592003,420687,0,TIN,CORAL,1,3136,173919,7
3075,140,85215.79545,27041.34251,259767,0.170026081,0.2838257,57224,10.40792866,8.565747326,517446,0,TIN,CORAL,1,3136,173919,7
3076,150,83245.3968,31471.66588,368416,0.238242275,0.374184553,45213,10.86694432,8.628821019,688680,0,TIN,CORAL,1,3136,173919,7
3077,160,74080.07134,37692.42774,471615,0.424736368,0.592883474,35589,10.34031657,8.287459748,963900,0,TIN,CORAL,1,3136,173919,7
3078,170,64124.4556,41323.37386,437249,0.567297789,0.67063803,31386,9.81525177,7.868744019,1018170,0,TIN,CORAL,1,3136,173919,7
3079,180,43021.34372,37103.35384,281503,0.656036169,0.684252282,37677,8.552759727,7.570788305,927468,0,TIN,CORAL,1,3136,173919,7
3080,190,29069.8626,22191.1419,194332,0.665337713,0.637090027,44186,7.77027556,7.767735945,691551,0,TIN,CORAL,1,3136,173919,7
3081,200,13347.51148,9011.563225,136639,0.618365004,0.674971131,45303,7.770870855,8.718012659,599481,0,TIN,CORAL,1,3136,173919,7
3082,210,9587.962973,2175.495526,111182,0.491133616,0.640758099,47488,7.100621057,8.22463016,542484,0,TIN,CORAL,1,3136,173919,7
3083,220,9506.869065,1194.477592,99857,0.40435311,0.593751265,54782,8.353362457,9.336616684,476577,0,TIN,CORAL,1,3136,173919,7
3084,230,9986.686397,1454.345779,95449,0.33041974,0.541543586,66083,9.004736482,9.357057457,412830,0,TIN,CORAL,1,3136,173919,7
3085,240,10365.53494,1484.424008,87925,0.263806477,0.502246826,75593,10.31035431,9.652365202,357849,0,TIN,CORAL,1,3136,173919,7
3086,250,10693.70189,1374.246175,82993,0.206550413,0.463629114,83942,10.75941098,8.94210247,341793,0,TIN,CORAL,1,3136,173919,7
3087,260,11048.91694,1375.975938,80102,0.171072294,0.431052747,90081,10.50894062,7.216035616,328779,0,TIN,CORAL,1,3136,173919,7
3088,270,11249.27492,1474.00823,79173,0.157105951,0.427198747,92313,11.30346552,6.725269629,332496,0,TIN,CORAL,1,3136,173919,7
3089,280,11702.93673,1513.737918,81131,0.15540902,0.428727481,92363,12.98352642,8.329738571,339543,0,TIN,CORAL,1,3136,173919,7
3090,290,11697.29885,2033.205126,90584,0.16565763,0.425326912,86332,15.00475257,10.34036381,387981,1,TIN,CORAL,1,3136,173919,7
3091,300,12159.96322,2460.539907,103618,0.179504706,0.41244727,76653,15.1029348,12.20857876,438030,1,TIN,CORAL,1,3136,173919,7
3092,310,13001.07658,2622.969985,115748,0.195499112,0.43614193,72048,16.4444775,13.48619127,415242,1,TIN,CORAL,1,3136,173919,7
3093,320,13895.26811,3232.073797,127489,0.188318535,0.417121508,79352,18.79012035,13.7524821,407025,1,TIN,CORAL,1,3136,173919,7
3094,330,15634.9353,6408.495136,167705,0.212514541,0.463286163,85003,18.94267606,12.56468075,519381,1,TIN,CORAL,1,3136,173919,7
3095,340,17680.40937,9399.466164,202774,0.280883938,0.529253499,66836,16.98798777,11.23949991,610137,1,TIN,CORAL,1,3136,173919,7
3096,350,21875.49977,14723.24875,267737,0.491129196,0.71787261,41262,12.1612834,10.50977397,1001547,0,TIN,CORAL,1,3136,173919,7
3097,0,26287.91734,16630.2332,311112,0.713737074,0.869242143,32266,36.0857735,19.78393964,1289349,0,TIN,MACROALGAE,1,3136,173919,7
3098,10,32698.73306,18122.70791,255023,0.766756883,0.873251413,30485,40.84322881,20.41575584,1074402,0,TIN,MACROALGAE,1,3136,173919,7
3099,20,42416.13413,16935.39088,201295,0.794777558,0.805730353,29612,44.64679846,20.20030685,844929,0,TIN,MACROALGAE,1,3136,173919,7
3100,30,51901.44834,15027.96167,147948,0.717684357,0.760323348,32047,50.16748752,19.01543313,604980,1,TIN,MACROALGAE,1,3136,173919,7
3101,40,61036.24968,11782.32265,115445,0.554893363,0.610586297,36839,53.92644462,17.69279861,462798,1,TIN,MACROALGAE,1,3136,173919,7
3102,50,68811.36265,8588.172639,95632,0.380577577,0.48760903,44077,53.26616516,17.03807717,373095,1,TIN,MACROALGAE,1,3136,173919,7
3103,60,74872.88761,6374.872978,83197,0.245341758,0.361502404,51067,53.39297323,16.98337514,319266,1,TIN,MACROALGAE,1,3136,173919,7
3104,70,79427.59561,6785.433757,77094,0.240160092,0.325606081,57550,52.53512317,15.42097599,280071,1,TIN,MACROALGAE,1,3136,173919,7
3105,80,82296.08789,7947.82752,78897,0.167345247,0.264087493,64753,53.45170385,14.71759865,266580,1,TIN,MACROALGAE,1,3136,173919,7
3106,90,84547.06548,8669.579302,84639,0.151022668,0.233492367,69337,54.48348814,14.89998825,266364,1,TIN,MACROALGAE,1,3136,173919,7
3107,100,86788.67104,9268.833574,94625,0.130778614,0.201609815,73230,53.21871598,15.57917168,276111,1,TIN,MACROALGAE,1,3136,173919,7
3108,110,88206.32567,10105.84757,111899,0.124120424,0.197306378,76209,52.26574449,15.1371985,297504,1,TIN,MACROALGAE,1,3136,173919,7
3109,120,88433.21863,14482.18205,140753,0.13291548,0.223739843,73685,50.43750753,16.32351879,318150,1,TIN,MACROALGAE,1,3136,173919,7
3110,130,82810.64223,24413.78344,191122,0.148925679,0.260283558,66653,43.99748788,17.10801251,420687,0,TIN,MACROALGAE,1,3136,173919,7
3111,140,85215.79545,27041.34251,259767,0.170026081,0.2838257,57224,40.51022266,17.48106459,517446,0,TIN,MACROALGAE,1,3136,173919,7
3112,150,83245.3968,31471.66588,368416,0.238242275,0.374184553,45213,37.03073583,17.94349163,688680,0,TIN,MACROALGAE,1,3136,173919,7
3113,160,74080.07134,37692.42774,471615,0.424736368,0.592883474,35589,34.90165602,18.45363088,963900,0,TIN,MACROALGAE,1,3136,173919,7
3114,170,64124.4556,41323.37386,437249,0.567297789,0.67063803,31386,34.01474321,19.09157386,1018170,0,TIN,MACROALGAE,1,3136,173919,7
3115,180,43021.34372,37103.35384,281503,0.656036169,0.684252282,37677,34.46860446,20.42285461,927468,0,TIN,MACROALGAE,1,3136,173919,7
3116,190,29069.8626,22191.1419,194332,0.665337713,0.637090027,44186,37.80259607,20.92879852,691551,0,TIN,MACROALGAE,1,3136,173919,7
3117,200,13347.51148,9011.563225,136639,0.618365004,0.674971131,45303,37.13121726,21.52895549,599481,0,TIN,MACROALGAE,1,3136,173919,7
3118,210,9587.962973,2175.495526,111182,0.491133616,0.640758099,47488,38.75228814,21.13049035,542484,0,TIN,MACROALGAE,1,3136,173919,7
3119,220,9506.869065,1194.477592,99857,0.40435311,0.593751265,54782,38.80274988,21.08905154,476577,0,TIN,MACROALGAE,1,3136,173919,7
3120,230,9986.686397,1454.345779,95449,0.33041974,0.541543586,66083,37.48908282,20.33093674,412830,0,TIN,MACROALGAE,1,3136,173919,7
3121,240,10365.53494,1484.424008,87925,0.263806477,0.502246826,75593,35.73848946,19.48296968,357849,0,TIN,MACROALGAE,1,3136,173919,7
3122,250,10693.70189,1374.246175,82993,0.206550413,0.463629114,83942,35.28106335,18.49419029,341793,0,TIN,MACROALGAE,1,3136,173919,7
3123,260,11048.91694,1375.975938,80102,0.171072294,0.431052747,90081,35.22568608,17.05316002,328779,0,TIN,MACROALGAE,1,3136,173919,7
3124,270,11249.27492,1474.00823,79173,0.157105951,0.427198747,92313,36.10604616,17.01958904,332496,0,TIN,MACROALGAE,1,3136,173919,7
3125,280,11702.93673,1513.737918,81131,0.15540902,0.428727481,92363,35.14173351,18.12409282,339543,0,TIN,MACROALGAE,1,3136,173919,7
3126,290,11697.29885,2033.205126,90584,0.16565763,0.425326912,86332,31.600959,18.51955698,387981,0,TIN,MACROALGAE,1,3136,173919,7
3127,300,12159.96322,2460.539907,103618,0.179504706,0.41244727,76653,27.83135287,18.50930255,438030,0,TIN,MACROALGAE,1,3136,173919,7
3128,310,13001.07658,2622.969985,115748,0.195499112,0.43614193,72048,25.23886959,18.33106808,415242,0,TIN,MACROALGAE,1,3136,173919,7
3129,320,13895.26811,3232.073797,127489,0.188318535,0.417121508,79352,22.87801804,17.42808812,407025,0,TIN,MACROALGAE,1,3136,173919,7
3130,330,15634.9353,6408.495136,167705,0.212514541,0.463286163,85003,22.34180602,16.35232217,519381,0,TIN,MACROALGAE,1,3136,173919,7
3131,340,17680.40937,9399.466164,202774,0.280883938,0.529253499,66836,24.61702077,16.14677821,610137,0,TIN,MACROALGAE,1,3136,173919,7
3132,350,21875.49977,14723.24875,267737,0.491129196,0.71787261,41262,29.91173429,18.25439212,1001547,0,TIN,MACROALGAE,1,3136,173919,7
3133,0,22962.02406,4544.319269,167457,0.102370043,0.361791022,33268,17.48540787,12.68726518,535790,0,TUT,CCA,1,55149,353,4
3134,10,23490.29697,5718.469388,223146,0.103461162,0.350146837,40089,17.30483435,12.68032097,700430,0,TUT,CCA,1,55149,353,4
3135,20,24320.87748,7630.799505,339815,0.107510719,0.33392427,47690,17.99823947,12.90090255,1007100,0,TUT,CCA,1,55149,353,4
3136,30,24832.58557,9920.208115,515961,0.101940737,0.300070015,56210,18.97619789,12.91320499,1382430,0,TUT,CCA,1,55149,353,4
3137,40,26389.68926,15582.5111,780993,0.103163951,0.279548243,80621,20.37275021,13.33755493,1785480,0,TUT,CCA,1,55149,353,4
3138,50,30585.929,20689.95087,1346521,0.234711643,0.442129993,146185,20.75039998,13.77713543,3242990,0,TUT,CCA,1,55149,353,4
3139,60,39390.94621,23993.22378,2359429,0.466103523,0.970494295,212614,20.441924,13.89485232,6277380,0,TUT,CCA,1,55149,353,4
3140,70,62046.77545,28896.15325,3040916,0.990669824,1.910094499,232177,21.34065707,14.24004183,6931080,0,TUT,CCA,1,55149,353,4
3141,80,91962.40314,21408.04166,2225781,1.709550852,2.62238863,196999,23.70033693,12.94701081,3906360,0,TUT,CCA,1,55149,353,4
3142,90,106731.1177,12300.99249,880522,1.936219469,2.799326819,100937,24.58139252,12.19697051,1670560,0,TUT,CCA,1,55149,353,4
3143,100,117176.8408,14096.38941,623071,2.111589272,2.959247841,48726,27.24057335,12.71191848,1148970,0,TUT,CCA,1,55149,353,4
3144,110,118172.3686,16317.95572,398993,2.033850924,2.971527882,30306,28.02286445,12.51707729,882030,1,TUT,CCA,1,55149,353,4
3145,120,114273.5658,19806.16898,319287,1.691397377,2.786263976,23348,28.20025112,12.23582144,781010,1,TUT,CCA,1,55149,353,4
3146,130,110095.4681,22474.98263,288468,1.41831037,2.502142429,19147,28.28447985,12.377583,749710,1,TUT,CCA,1,55149,353,4
3147,140,107233.0005,24748.88254,262563,1.33617104,2.417504842,16620,28.27488272,12.50052734,699240,1,TUT,CCA,1,55149,353,4
3148,150,105925.205,25042.56404,246245,1.342574567,2.469508517,15166,28.1152524,12.42525883,656110,1,TUT,CCA,1,55149,353,4
3149,160,103750.9907,25644.17474,235376,1.298799203,2.429587758,14876,28.10495134,12.56649117,623740,1,TUT,CCA,1,55149,353,4
3150,170,103010.561,25247.12168,231959,1.3343843,2.567387087,15162,27.89922553,12.58678084,644200,1,TUT,CCA,1,55149,353,4
3151,180,104100.812,24939.13394,254497,1.344042167,2.601283065,16972,27.82792659,12.58925084,719810,1,TUT,CCA,1,55149,353,4
3152,190,105325.9585,24426.43483,318697,1.363303234,2.679265289,20256,28.05342962,12.40022383,914480,1,TUT,CCA,1,55149,353,4
3153,200,104525.9781,24670.41167,442258,1.420282267,2.787764934,25856,28.61449246,12.16986099,1280800,1,TUT,CCA,1,55149,353,4
3154,210,97882.19809,25839.17501,595573,1.613552922,3.055715279,31661,28.59588345,12.00373795,1692340,1,TUT,CCA,1,55149,353,4
3155,220,90183.17971,22240.55171,694776,2.090253002,3.486211233,38143,27.9796122,12.63935003,1862560,1,TUT,CCA,1,55149,353,4
3156,230,82780.82083,19997.36905,763589,2.62713138,4.062901677,67569,25.64058885,13.74683773,1970540,0,TUT,CCA,1,55149,353,4
3157,240,77648.8235,20482.61195,926809,2.69477577,4.113406496,146684,21.8427748,13.71051342,2269930,0,TUT,CCA,1,55149,353,4
3158,250,67782.64868,23164.67198,1248985,1.357711039,2.268177196,217539,18.05225937,13.19176247,3466540,0,TUT,CCA,1,55149,353,4
3159,260,49545.71156,15332.80131,966705,0.786660244,1.296987958,206729,16.92423979,12.76936006,3006250,0,TUT,CCA,1,55149,353,4
3160,270,36549.96079,10486.77567,554617,0.638058637,0.878026322,121828,15.68519103,11.96475077,1655760,0,TUT,CCA,1,55149,353,4
3161,280,29075.37112,8165.822284,477260,0.528220294,0.745763142,77815,16.03217437,12.0167791,1364020,0,TUT,CCA,1,55149,353,4
3162,290,25754.96149,6112.274214,341775,0.344485422,0.503261673,59622,16.81892938,12.34409285,1032870,0,TUT,CCA,1,55149,353,4
3163,300,23874.68476,5110.663126,234862,0.233412198,0.382899262,45765,17.10017766,12.29852057,739560,0,TUT,CCA,1,55149,353,4
3164,310,23052.58375,4503.435659,181450,0.16389401,0.325079745,35829,17.37798279,12.44999123,582050,0,TUT,CCA,1,55149,353,4
3165,320,22782.45505,4314.233954,154295,0.127833608,0.299742691,30587,17.73374411,12.67072047,503170,0,TUT,CCA,1,55149,353,4
3166,330,22789.67283,4435.015119,141392,0.112000904,0.311803074,27484,17.97654283,12.89017766,444010,0,TUT,CCA,1,55149,353,4
3167,340,22816.83993,4405.682634,138528,0.10053868,0.317981359,27221,18.34754075,13.18617303,449000,0,TUT,CCA,1,55149,353,4
3168,350,22915.73563,4477.707595,144462,0.093329491,0.320823748,29100,17.67350889,12.84552762,466790,0,TUT,CCA,1,55149,353,4
3169,0,22962.02406,4544.319269,167457,0.102370043,0.361791022,33268,15.70253387,10.77401962,535790,0,TUT,CORAL,1,55149,353,4
3170,10,23490.29697,5718.469388,223146,0.103461162,0.350146837,40089,15.47254811,11.00649757,700430,0,TUT,CORAL,1,55149,353,4
3171,20,24320.87748,7630.799505,339815,0.107510719,0.33392427,47690,16.10439681,11.7195411,1007100,0,TUT,CORAL,1,55149,353,4
3172,30,24832.58557,9920.208115,515961,0.101940737,0.300070015,56210,16.7175358,11.56262176,1382430,0,TUT,CORAL,1,55149,353,4
3173,40,26389.68926,15582.5111,780993,0.103163951,0.279548243,80621,18.17064216,11.29268634,1785480,0,TUT,CORAL,1,55149,353,4
3174,50,30585.929,20689.95087,1346521,0.234711643,0.442129993,146185,18.28940313,11.02682667,3242990,0,TUT,CORAL,1,55149,353,4
3175,60,39390.94621,23993.22378,2359429,0.466103523,0.970494295,212614,18.04915675,10.94468081,6277380,0,TUT,CORAL,1,55149,353,4
3176,70,62046.77545,28896.15325,3040916,0.990669824,1.910094499,232177,18.37637864,11.27100871,6931080,0,TUT,CORAL,1,55149,353,4
3177,80,91962.40314,21408.04166,2225781,1.709550852,2.62238863,196999,18.87801186,10.27387066,3906360,0,TUT,CORAL,1,55149,353,4
3178,90,106731.1177,12300.99249,880522,1.936219469,2.799326819,100937,20.4535151,9.930128271,1670560,0,TUT,CORAL,1,55149,353,4
3179,100,117176.8408,14096.38941,623071,2.111589272,2.959247841,48726,21.59736735,10.21891026,1148970,0,TUT,CORAL,1,55149,353,4
3180,110,118172.3686,16317.95572,398993,2.033850924,2.971527882,30306,21.45673478,10.46942311,882030,0,TUT,CORAL,1,55149,353,4
3181,120,114273.5658,19806.16898,319287,1.691397377,2.786263976,23348,20.48767445,9.86942251,781010,0,TUT,CORAL,1,55149,353,4
3182,130,110095.4681,22474.98263,288468,1.41831037,2.502142429,19147,20.23039286,9.843047152,749710,0,TUT,CORAL,1,55149,353,4
3183,140,107233.0005,24748.88254,262563,1.33617104,2.417504842,16620,20.58335211,10.01453883,699240,0,TUT,CORAL,1,55149,353,4
3184,150,105925.205,25042.56404,246245,1.342574567,2.469508517,15166,21.00959294,10.07556197,656110,0,TUT,CORAL,1,55149,353,4
3185,160,103750.9907,25644.17474,235376,1.298799203,2.429587758,14876,21.38593007,10.22636123,623740,0,TUT,CORAL,1,55149,353,4
3186,170,103010.561,25247.12168,231959,1.3343843,2.567387087,15162,22.2770259,10.72079324,644200,1,TUT,CORAL,1,55149,353,4
3187,180,104100.812,24939.13394,254497,1.344042167,2.601283065,16972,22.65270024,11.01161002,719810,1,TUT,CORAL,1,55149,353,4
3188,190,105325.9585,24426.43483,318697,1.363303234,2.679265289,20256,22.69065362,10.82977764,914480,1,TUT,CORAL,1,55149,353,4
3189,200,104525.9781,24670.41167,442258,1.420282267,2.787764934,25856,22.46000625,10.2292614,1280800,1,TUT,CORAL,1,55149,353,4
3190,210,97882.19809,25839.17501,595573,1.613552922,3.055715279,31661,22.80326156,9.64661117,1692340,1,TUT,CORAL,1,55149,353,4
3191,220,90183.17971,22240.55171,694776,2.090253002,3.486211233,38143,23.99556515,9.729507839,1862560,1,TUT,CORAL,1,55149,353,4
3192,230,82780.82083,19997.36905,763589,2.62713138,4.062901677,67569,24.18875603,10.12116897,1970540,1,TUT,CORAL,1,55149,353,4
3193,240,77648.8235,20482.61195,926809,2.69477577,4.113406496,146684,22.51490436,10.81459436,2269930,1,TUT,CORAL,1,55149,353,4
3194,250,67782.64868,23164.67198,1248985,1.357711039,2.268177196,217539,19.6488444,10.653207,3466540,0,TUT,CORAL,1,55149,353,4
3195,260,49545.71156,15332.80131,966705,0.786660244,1.296987958,206729,18.24223575,10.50020475,3006250,0,TUT,CORAL,1,55149,353,4
3196,270,36549.96079,10486.77567,554617,0.638058637,0.878026322,121828,17.68261852,10.39095671,1655760,0,TUT,CORAL,1,55149,353,4
3197,280,29075.37112,8165.822284,477260,0.528220294,0.745763142,77815,16.8982839,10.33736445,1364020,0,TUT,CORAL,1,55149,353,4
3198,290,25754.96149,6112.274214,341775,0.344485422,0.503261673,59622,16.64593503,10.68028079,1032870,0,TUT,CORAL,1,55149,353,4
3199,300,23874.68476,5110.663126,234862,0.233412198,0.382899262,45765,16.25524464,10.65592794,739560,0,TUT,CORAL,1,55149,353,4
3200,310,23052.58375,4503.435659,181450,0.16389401,0.325079745,35829,16.2755294,10.73470526,582050,0,TUT,CORAL,1,55149,353,4
3201,320,22782.45505,4314.233954,154295,0.127833608,0.299742691,30587,16.27700534,10.75238289,503170,0,TUT,CORAL,1,55149,353,4
3202,330,22789.67283,4435.015119,141392,0.112000904,0.311803074,27484,16.45085912,10.8581938,444010,0,TUT,CORAL,1,55149,353,4
3203,340,22816.83993,4405.682634,138528,0.10053868,0.317981359,27221,16.27912312,11.20528469,449000,0,TUT,CORAL,1,55149,353,4
3204,350,22915.73563,4477.707595,144462,0.093329491,0.320823748,29100,16.5879634,10.88251088,466790,0,TUT,CORAL,1,55149,353,4
3205,0,22962.02406,4544.319269,167457,0.102370043,0.361791022,33268,16.86496115,19.41992628,535790,1,TUT,MACROALGAE,1,55149,353,4
3206,10,23490.29697,5718.469388,223146,0.103461162,0.350146837,40089,16.22768048,19.27533968,700430,0,TUT,MACROALGAE,1,55149,353,4
3207,20,24320.87748,7630.799505,339815,0.107510719,0.33392427,47690,15.53761628,19.21880167,1007100,0,TUT,MACROALGAE,1,55149,353,4
3208,30,24832.58557,9920.208115,515961,0.101940737,0.300070015,56210,14.42080764,18.18919494,1382430,0,TUT,MACROALGAE,1,55149,353,4
3209,40,26389.68926,15582.5111,780993,0.103163951,0.279548243,80621,13.74530605,16.40239459,1785480,0,TUT,MACROALGAE,1,55149,353,4
3210,50,30585.929,20689.95087,1346521,0.234711643,0.442129993,146185,14.40445086,15.46571484,3242990,0,TUT,MACROALGAE,1,55149,353,4
3211,60,39390.94621,23993.22378,2359429,0.466103523,0.970494295,212614,15.06445578,14.64323763,6277380,0,TUT,MACROALGAE,1,55149,353,4
3212,70,62046.77545,28896.15325,3040916,0.990669824,1.910094499,232177,15.2510276,13.55194758,6931080,0,TUT,MACROALGAE,1,55149,353,4
3213,80,91962.40314,21408.04166,2225781,1.709550852,2.62238863,196999,16.05950845,12.43523106,3906360,0,TUT,MACROALGAE,1,55149,353,4
3214,90,106731.1177,12300.99249,880522,1.936219469,2.799326819,100937,15.62312634,11.43122384,1670560,0,TUT,MACROALGAE,1,55149,353,4
3215,100,117176.8408,14096.38941,623071,2.111589272,2.959247841,48726,15.38796948,11.97115475,1148970,0,TUT,MACROALGAE,1,55149,353,4
3216,110,118172.3686,16317.95572,398993,2.033850924,2.971527882,30306,15.18254157,12.66433659,882030,0,TUT,MACROALGAE,1,55149,353,4
3217,120,114273.5658,19806.16898,319287,1.691397377,2.786263976,23348,15.18276405,12.88922031,781010,0,TUT,MACROALGAE,1,55149,353,4
3218,130,110095.4681,22474.98263,288468,1.41831037,2.502142429,19147,14.83085414,12.9600541,749710,0,TUT,MACROALGAE,1,55149,353,4
3219,140,107233.0005,24748.88254,262563,1.33617104,2.417504842,16620,14.91386175,12.90742341,699240,0,TUT,MACROALGAE,1,55149,353,4
3220,150,105925.205,25042.56404,246245,1.342574567,2.469508517,15166,14.89340717,13.09462267,656110,0,TUT,MACROALGAE,1,55149,353,4
3221,160,103750.9907,25644.17474,235376,1.298799203,2.429587758,14876,14.26153738,12.8004623,623740,0,TUT,MACROALGAE,1,55149,353,4
